dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
23K647,Metropolitan Diploma Plus High School,K,"985 Rockaway Avenue, Brooklyn NY 11212(40.655644, -73.906662)",718-342-6249,718-342-6329,myallowitz@schools.nyc.gov,schools.nyc.gov/SchoolPortals/23/K647,3 to Rockaway Ave; L to New Lots Ave,"B15, B35, B60, B8",211,8:36am,2:39pm,985 Rockaway Avenue,Brooklyn,11212,NY,BROOKLYN ,40.655644,-73.906662,16,42,922,3082940,3036360007,Brownsville                                                                
02M432,Murray Hill Academy,M,"111 East 33rd Street, Manhattan NY 10016(40.74651, -73.98107)",212-696-0195,212-696-2498,Amannin3@schools.nyc.gov,mhacademy.net,"4, 5, 7, S to Grand Central-42nd St; 6 to 33rd St; B, D, F, M, N, Q, R to 34th St-Herald Square","BM1, BM2, BM3, BM4, BM5, BxM1, BxM10, BxM11, BxM18, BxM2, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M34A-SBS, M34-SBS, M4, M42, M5, M7, M9, Q32, QM1, QM10, QM12, QM15, QM16, QM17, QM18, QM2, QM20, QM21, QM24, QM3, QM31, QM32, QM34, QM35, QM36, QM4, QM40, QM42, QM44, QM5, QM6, X1, X10, X10B, X12, X14, X17, X17J, X2, X21, X22, X22A, X27, X28, X30, X31, X37, X38, X42, X5, X63, X64, X68, X7, X9",315,8am,2:20pm,111 East 33rd Street,Manhattan,10016,NY,MANHATTAN,6 40.7465,-73.98107,5,2,72,1087537,1008897501,Murray Hill-Kips Bay                                                       
03M402,The Urban Assembly School for Green Careers,M,"145 West 84th Street, Manhattan NY 10024(40.786134, -73.974483)",212-787-1189,212-787-1455,info@uagreencareers.org,uagreencareers.org,"1, B, C to 86th St; 2, 3 to 96th St","BxM2, M10, M104, M11, M5, M7, M79, M86-SBS",319,8:45am,3:30pm,145 West 84th Street,Manhattan,10024,NY,MANHATTAN,40.786134,-73.974483,7,6,169,1032128,1012150001,Upper West Side                                                            
07X551,The Urban Assembly Bronx Academy of Letters,X,"339 Morris Avenue, Bronx NY 10451(40.813681, -73.925995)",718-401-4891,718-401-6626,Cardet.Hernandez@BXLetters.org,bronxletters.org,"2 to 149th St-Grand Concourse; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St","Bx1, Bx13, Bx15, Bx19, Bx2, Bx21, Bx32, Bx33, Bx41, Bx41-SBS",592,8am,3:50pm,339 Morris Avenue,Bronx,10451,NY,BRONX    ,40.813681,-73.925995,1,8,51,2000957,2023330070,Mott Haven-Port Morris                                                     
19K615,Transit Tech Career and Technical Education High School,K,"1 Wells Street, Brooklyn NY 11208(40.67878, -73.875328)",718-647-5204,718-647-4458,19K615@schools.nyc.gov,transittechhs.org,"A, C to Euclid Ave; J, Z to Norwood Ave","B13, B14, Q24, Q7, Q8",838,8:10am,3pm,1 Wells Street,Brooklyn,11208,NY,BROOKLYN ,40.67878,-73.875328,5,37,1196,3327249,3041550075,East New York                                                              
32K168,The Brooklyn School for Math and Research (B-SMART),K,"400 Irving Avenue, Brooklyn NY 11237(40.696457, -73.911751)",718-381-7100,718-381-9897,DTorres28@schools.nyc.gov,bsmartnow.com,"L, M to Myrtle Ave-Wyckoff Ave","B13, B20, B26, B38, B52, B54, B60, Q55, Q58",273,8:15am,3:45pm,400 Irving Avenue,Brooklyn,11237,NY,BROOKLYN ,40.696457,-73.911751,4,37,435,3076908,3033650098,Bushwick North                                                             
13K670,Benjamin Banneker Academy,K,"71-77 Clinton Avenue, Brooklyn NY 11205(40.695389, -73.968759)",718-797-3702,718-797-3862,KKwateng@schools.nyc.gov,schools.nyc.gov/schoolportals/13/k670,N/A,"B38, B48, B54, B57, B62, B67, B69",896,8:15am,2:35pm,71-77 Clinton Avenue,Brooklyn,11205,NY,BROOKLYN ,40.695389,-73.968759,2,35,191,3054323,3018880034,Clinton Hill                                                               
19K404,Academy for Young Writers,K,"1065 Elton Street, Brooklyn NY 11208(40.657266, -73.874064)",718-688-7230,718-688-7236,admissions@afyw.org,afyw.org,N/A,"B100, B13, B20, B3, B41, B47, B6, B83, B84, BM1, BM5, Q8",566,9am,3:30pm,1065 Elton Street,Brooklyn,11208,NY,BROOKLYN ,40.657266,-73.874064,5,42,1070,3413878,3044490001,East New York                                                              
17K547,Brooklyn Academy of Science and the Environment (BASE),K,"883 Classon Avenue, Brooklyn NY 11225(40.669805, -73.960689)",718-230-6363,718-230-6370,jzelkow@schools.nyc.gov,basehighschool.org,"2, 3, 4, 5 to Franklin Ave; B, Q to Prospect Park; F to Park Place; S to Botanic Garden","B16, B41, B43, B44-SBS, B45, B48, B49, B69",386,8:30am,3:22pm,883 Classon Avenue,Brooklyn,11225,NY,BROOKLYN ,40.669805,-73.960689,9,35,213,3029686,3011870001,Crown Heights South                                                        
02M519,Talent Unlimited High School,M,"317 East 67th Street, Manhattan NY 10065(40.765638, -73.959777)",212-737-1530,212-737-2863,admissions@tuhs.nyc,tuhs.nyc,"4, 5, N, Q, R to Lexington Ave-59 St; 6 to 68th St-Hunter College; F to Lexington Ave-63 St","BxM1, BxM10, BxM11, BxM3, BxM4, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M15, M15-SBS, M2, M3, M31, M4, M57, M66, M72, M98, Q101, Q32, Q60, QM2, QM20, QM3",495,8:10am,3:20pm,317 East 67th Street,Manhattan,10065,NY,MANHATTAN,40.765638,-73.959777,8,5,118,1083343,1014420001,Lenox Hill-Roosevelt Island                                                
02M418,Millennium High School,M,"75 Broad Street, Manhattan NY 10004(40.704697, -74.011202)",212-825-9008,212-825-9095,admissions@millenniumhs.org,millenniumhs.org,"1, R to Whitehall St-South Ferry; 2, 3 to Wall St; 4, 5 to Bowling Green; A, C to Fulton St-Broadway-Nassau; E to World Trade Center; J, Z to Broad St; N to South Ferry","BM1, BM2, BM3, BM4, BxM18, M15, M15-SBS, M20, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X37, X38, X4, X42, X5, X7, X8, X9",659,8:30am,3pm,75 Broad Street,Manhattan,10004,NY,MANHATTAN,40.704697,-74.011202,1,1,9,1000849,1000290070,Battery Park City-Lower Manhattan                                          
31R028,The Eagle Academy for Young Men of Staten Island,R,"104 Gordon Street, Staten Island NY 10304(40.620443, -74.080695)",718-727-6201,718-727-6207,JCameron@schools.nyc.gov,schools.nyc.gov/schoolportals/31/r028,SIR to Clifton,"S51, S52, S66, S74, S76, S78, S84, S86",192,8:30am,2:50pm,104 Gordon Street,Staten Island,10304,NY,STATEN IS,40.620443,-74.080695,1,49,21,5106870,5005430017,Stapleton-Rosebank                                                         
02M544,Independence High School,M,"850 10th Avenue, Manhattan NY 10019(40.767848, -73.98861)",212-262-8067,212-262-8110,RSmolki@schools.nyc.gov,schools.nyc.gov/schoolportals/02/M544,"1, 2, A, B, C, D to 59th St-Columbus Circle; E to 50th St; N, Q, R to 57th St","BxM2, M10, M104, M11, M12, M20, M31, M5, M50, M57, M66, M7, X1, X12, X14, X30, X42, X7, X9",338,,,850 10th Avenue,Manhattan,10019,NY,MANHATTAN,40.76784,-73.98861,4,3,139,1026841,1010650001,Clinton                                                                    
02M543,New Design High School,M,"350 Grand Street, Manhattan NY 10002(40.717329, -73.989329)",212-475-4148,212-674-2128,info@newdesignhigh.com,newdesignhigh.com,"B, D to Grand St; F, J, M, Z to Delancey St-Essex St","B39, M103, M14A, M14D, M15, M15-SBS, M21, M22, M9",407,8:40am,2:56pm,350 Grand Street,Manhattan,10002,NY,MANHATTAN,40.717329,-73.989329,3,1,18,1005283,1004080030,Chinatown                                                                  
29Q313,Benjamin Franklin High School for Finance & Information Technology,Q,"207- 01 116th Avenue, Cambria Heights NY 11411(40.698786, -73.74633)",718-276-0150,718-276-4725,info@franklinfit.org,schools.nyc.gov/schoolportals/29/Q313,N/A,"Q27, Q4, Q77, Q83, Q84, X64",315,8:30am,4pm,207- 01 116th Avenue,Cambria Heights,11411,NY,QUEENS   ,40.69878,-73.74633,13,27,53401,4238003,4110490001,Cambria Heights                                                            
17K600,Clara Barton High School,K,"901 Classon Avenue, Brooklyn NY 11225(40.669805, -73.960689)",718-636-4900,718-857-3688,RForman@schools.nyc.gov,clarabartonhighschool.org,"2, 3, 4, 5 to Franklin Ave; F to Park Place; S to Botanic Garden","B41, B43, B44-SBS, B45, B48, B49",1244,8:15am,3:30pm,901 Classon Avenue,Brooklyn,11225,NY,BROOKLYN ,40.669805,-73.960689,9,35,213,3029702,3011880001,Crown Heights South                                                        
06M211,Inwood Early College for Health and Information Technologies,M,"650 Academy Street, Manhattan NY 10034(40.865556, -73.925464)",212-567-1394,212-567-1825,inwoodearlycollege@gmail.com,inwoodearlycollege.org,1 to Dyckman St; A to Dyckman St-200th St,"Bx12, Bx12-SBS, Bx20, Bx7, BxM1, M100, M3, M4",285,8:45am,3:05pm,650 Academy Street,Manhattan,10034,NY,MANHATTAN,40.865556,-73.925464,12,10,291,1076776,1022330020,Marble Hill-Inwood                                                         
17K489,W.E.B. DuBois Academic High School,K,"402 Eastern Parkway, Brooklyn NY 11225(40.669561, -73.955188)",718-773-7765,718-773-7849,17K489@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K489,"2, 3, 4, 5, S to Franklin Ave; F to Park Place","B43, B44, B44-SBS, B45, B48, B49, B65",105,8:40am,2:40pm,402 Eastern Parkway,Brooklyn,11225,NY,BROOKLYN ,40.669561,-73.955188,9,35,323,3032886,3012670001,Crown Heights South                                                        
19K639,Brooklyn Lab School,K,"999 Jamaica Avenue, Brooklyn NY 11208(40.693002, -73.869305)",718-235-3592,718-235-4028,Ghenry3Schools.nyc.gov,brooklynlabschool.org,"J, Z to 75th St-Elderts Lane","B13, Q56",329,8am,2:30pm,999 Jamaica Avenue,Brooklyn,11208,NY,BROOKLYN ,40.693002,-73.869305,5,37,1180,3090738,3040940001,park-cemetery-etc-Brooklyn                                                 
32K549,"Brooklyn School for Social Justice, The",K,"400 Irving Avenue, Brooklyn NY 11237(40.696457, -73.911751)",718-381-7100,718-418-0192,DWatson22@shools.nyc.gov,BSSJBrooklyn.com,"L, M to Myrtle Ave-Wyckoff Ave","B13, B20, B26, B38, B52, B54, B60, Q55, Q58",389,8:15am,2:53pm,400 Irving Avenue,Brooklyn,11237,NY,BROOKLYN ,40.696457,-73.911751,4,37,435,3076908,3033650098,Bushwick North                                                             
02M296,High School of Hospitality Management,M,"525 West 50th Street, Manhattan NY 10019(40.765474, -73.9927)",212-586-0963,212-265-1307,ymompoi@schools.nyc.gov,schools.nyc.gov/SchoolPortals/02/M296,"C, E to 50th St","M104, M11, M12, M20, M31, M34A-SBS, M42, M50, M57, X12, X14, X30, X42",398,9am,3:45pm,525 West 50th Street,Manhattan,10019,NY,MANHATTAN,9 40.7654,", -73.9927 ",4,3,135,1083802,1010790029,Clinton                                                                    
21K344,Rachel Carson High School for Coastal Studies,K,"521 West Avenue, Brooklyn NY 11224(40.582518, -73.972009)",718-265-0329,718-372-2514,ewilens@schools.nyc.gov,RachelCarsonhs.org,F to Neptune Ave-Van Siclen; Q to Ocean Parkway; Q to West 8th St-NY Aquarium,"B1, B36, B4, B68, S54, S61, S62, S66, S91, S92, S93, X10, X10B, X11, X12, X42",587,9am,4:10pm,521 West Avenue,Brooklyn,11224,NY,BROOKLYN ,40.582518,-73.972009,13,47,354,3196292,3072500025,West Brighton                                                              
09X231,Eagle Academy for Young Men,X,"4143 Third Avenue, Bronx NY 10457(40.845366, -73.897479)",718-466-8000,718-466-8090,admissions@eaglebronx.org,eaglebronx.org,N/A,"Bx15, Bx17, Bx36, Bx40, Bx41, Bx41-SBS, Bx42",526,8:00am,3:00pm,4143 Third Avenue,Bronx,10457,NY,BRONX    ,40.845366,-73.897479,6,15,395,2117666,2029230018,Claremont-Bathgate                                                         
11X275,High School of Computers and Technology,X,"800 East Gun Hill Road, Bronx NY 10467(40.875172, -73.861649)",718-696-3930,718-696-3950,hsofcomputers@aol.com,schools.nyc.gov/SchoolPortals/11/X275,"2, 5 to Gun Hill Rd","Bx28, Bx30, Bx38, Bx39, Bx41, Bx41-SBS, Bx8, BxM11",525,8am,3pm,800 East Gun Hill Road,Bronx,10467,NY,BRONX    ,40.875172,-73.861649,12,12,372,2057045,2046330040,Williamsbridge-Olinville                                                   
09X241,"Urban Assembly School for Applied Math and Science, The",X,"1595 Bathgate Avenue, Bronx NY 10457(40.839508, -73.901774)",718-466-7800,718-466-7801,YRamirez@amsbronx.org,AMSbronx.org,N/A,"Bx11, Bx15, Bx17, Bx21, Bx32, Bx41, Bx41-SBS",635,8:35m,3:05pm,1595 Bathgate Avenue,Bronx,10457,NY,BRONX    ,40.839508,-73.901774,3,16,167,2009555,2029130001,Claremont-Bathgate                                                         
21K468,Kingsborough Early College School,K,"2630 Benson Avenue, Brooklyn NY 11214(40.593028, -73.986313)",718-333-7850,718-333-7875,KHoffman3@schools.nyc.gov,KECSS.info,D to 25th Ave; N to Ave U; N to Gravesend-86th St,"B1, B3, B4, B6, B64, B82, X28, X38",635,8am,2:20pm,2630 Benson Avenue,Brooklyn,11214,NY,BROOKLYN ,40.593028,-73.986313,13,47,306,3186454,3068830001,Gravesend                                                                  
30Q502,Information Technology High School,Q,"21-16 44th Road, Long Island City NY 11101(40.748502, -73.946488)",718-937-4270,718-937-5236,eromanmendoza@schools.nyc.gov,ithsnyc.org,"7, E, G, M to Court Sq-23rd St; F to 21st St-Queensbridge; N, Q to Queensboro Plaza; R to Queens Plaza","B32, B62, Q100, Q101, Q102, Q103, Q32, Q39, Q60, Q66, Q67, Q69, X63, X64, X68",1003,7:15am,2:05pm,21-16 44th Road,Long Island City,11101,NY,QUEENS   ,40.748502,-73.946488,2,26,19,4005184,4004380026,Hunters Point-Sunnyside-West Maspeth                                       
24Q264,Academy of Finance and Enterprise,Q,"30-20 Thomson Avenue, Long Island City NY 11101(40.744175, -73.937004)",718-389-3623,718-389-3724,varmano@schools.nyc.gov,AOFEHS.org,"7 to 33rd St; E, M, R to Queens Plaza; G to Court Sq-23rd St; N, W to Queensboro Plaza","B62, Q100, Q101, Q102, Q32, Q39, Q60, Q66, Q67, Q69, X63, X64, X68",567,8:20am,2:40pm,30-20 Thomson Avenue,Long Island City,11101,NY,QUEENS   ,40.744175,-73.937004,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
04M610,Young Women's Leadership School (TYWLS),M,"105 East 106th Street, New York NY 10029(40.792932, -73.947171)",212-289-7593,212-289-7728,admissions@tywls.org,tywls.org,"2, 3 to Central Park North-110th St; 6 to 103rd St","BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M98",482,8:40am,3:15pm,105 East 106th Street,New York,10029,NY,MANHATTAN,40.792932,-73.947171,11,8,172,1052015,1016340003,East Harlem South                                                          
14K477,East Williamsburg Scholars Academy,K,"850 Grand Street, Brooklyn NY 11211(40.711134, -73.938921)",718-387-2800,718-387-3281,mail@thesls.net,thesls.net,L to Grand St,"B24, B43, B48, B60, Q54, Q59",432,8:51am,3:41pm,850 Grand Street,Brooklyn,11211,NY,BROOKLYN ,40.711134,-73.938921,1,34,485,3325733,3030160001,Bushwick South                                                             
07X547,New Explorers High School,X,"730 Concourse Village West, Bronx NY 10451(40.821828, -73.922366)",718-292-4150,718-292-5887,lgreven@schools.nyc.gov,schools.nyc.gov/SchoolPortals/07/X547,"2, 4, 5 to 149th St-Grand Concourse; B, D to 161st St-Yankee Stadium","Bx1, Bx13, Bx19, Bx2, Bx32, Bx41, Bx41-SBS, Bx6, BxM4",403,8:15am,3:45pm,730 Concourse Village West,Bronx,10451,NY,BRONX    ,40.821828,-73.922366,4,17,61,2103486,2024430078,East Concourse-Concourse Village                                           
09X252,Mott Hall Bronx High School,X,"1595 Bathgate Avenue, Bronx NY 10457(40.839508, -73.901774)",718-466-6800,718-466-6801,info@mhbx.org,schools.nyc.gov/SchoolPortals/09/X252,N/A,"Bx11, Bx15, Bx17, Bx21, Bx32, Bx41, Bx41-SBS",390,8:30am,3:14pm,1595 Bathgate Avenue,Bronx,10457,NY,BRONX    ,40.839508,-73.901774,3,16,167,2009555,2029130001,Claremont-Bathgate                                                         
12X550,High School of World Cultures,X,"1300 Boynton Avenue, Bronx NY 10472(40.832508, -73.878191)",718-860-8120,718-893-7152,sschechter2@schools.nyc.gov,schools.nyc.gov/SchoolPortals/12/X550,6 to Elder Ave,"Bx11, Bx27, Bx36, Bx4, Bx4A",440,8am,4pm,1300 Boynton Avenue,Bronx,10472,NY,BRONX    ,40.832508,-73.878191,9,18,56,2027459,2038640001,West Farms-Bronx River                                                     
08X269,Bronx Studio School for Writers and Artists,X,"928 Simpson Street, Bronx NY 10459(40.820388, -73.892961)",718-893-5158,718-893-5982,dvazque4@schools.nyc.gov,schools.nyc.gov/SchoolPortals/08/X269,"2, 5 to Intervale Ave; 6 to Hunts Point Ave","Bx11, Bx17, Bx19, Bx27, Bx35, Bx4, Bx46, Bx4A, Bx5, Bx6",638,8:15am,2:36pm,928 Simpson Street,Bronx,10459,NY,BRONX    ,40.820388,-73.892961,2,17,89,2116211,2027230033,Hunts Point                                                                
18K566,Brooklyn Generation School,K,"6565 Flatlands Avenue, Brooklyn NY 11236(40.634451, -73.916927)",718-968-4200,718-444-5419,admissions@brooklyngeneration.org,generationschools.org,N/A,"B103, B47, B6, B82, BM1, BM2",227,8:30am,3:20pm,6565 Flatlands Avenue,Brooklyn,11236,NY,BROOKLYN ,40.634451,-73.916927,18,46,950,3224139,3079980005,Canarsie                                                                   
12X479,Bronx Career and College Preparatory High School,X,"800 Home Street, Bronx NY 10456(40.826933, -73.900593)",718-542-4011,718-542-4377,info@bccprep.com,bccprep.com,"2, 5 to Intervale Ave","Bx11, Bx15, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx4A, Bx5, Bx6",296,8am,2:15pm,800 Home Street,Bronx,10456,NY,BRONX    ,40.826933,-73.900593,3,16,131,2004868,2026710011,Longwood                                                                   
14K610,Automotive High School,K,"50 Bedford Avenue, Brooklyn NY 11222(40.721448, -73.953328)",718-218-9301,718-599-4351,afemi@automotivehs.org,automotivehs.org,G to Nassau Ave; L to Bedford Ave,"B32, B43, B48, B62",451,8am,3:50pm,50 Bedford Avenue,Brooklyn,11222,NY,BROOKLYN ,40.721448,-73.953328,1,33,517,3066698,3026700001,North Side-South Side                                                      
12X521,The Metropolitan Soundview High School,X,"1300 Boynton Avenue, Bronx NY 10472(40.832508, -73.878191)",718-860-8240,718-860-8232,efrias@schools.nyc.gov,schools.nyc.gov/SchoolPortals/12/X521,6 to Elder Ave,"Bx11, Bx27, Bx36, Bx4, Bx4A",423,8:00am,2:35pm,1300 Boynton Avenue,Bronx,10472,NY,BRONX    ,40.832508,-73.878191,9,18,56,2027459,2038640001,West Farms-Bronx River                                                     
14K586,Lyons Community School,K,"223 Graham Avenue, Brooklyn NY 11206(40.709765, -73.944463)",718-782-0918,718-782-5283,lyons@lyonscommunityschool.org,lyonscommunityschool.org,"G to Metropolitan Ave-Lorimer St; J, M to Lorimer St; L to Grand St","B24, B43, B46, B48, B60, Q54, Q59, S54, S57, S61, X10, X10B, X11",516,8:40am,3pm,223 Graham Avenue,Brooklyn,11206,NY,BROOKLYN ,40.709765,-73.944463,1,34,505,3070825,3030250001,East Williamsburg                                                          
19K510,World Academy for Total Community Health High School (WATCH),K,"400 Pennsylvania Avenue, Brooklyn NY 11207(40.666868, -73.895122)",718-922-0650,718-922-0709,cjackson14@schools.nyc.gov,watchnyc.org,3 to Pennsylvania Ave; C to Van Siclen Ave; L to Livonia Ave,"B14, B15, B20, B83",246,8:05am,3:25pm,400 Pennsylvania Avenue,Brooklyn,11207,NY,BROOKLYN ,40.666868,-73.895122,5,42,1156,3084440,3037880001,East New York (Pennsylvania Ave)                                           
